,clust,Customer ID,Count,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
6272,0,3244,1,0,1,8,30,3,1,11.6,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,19.3,602.9,0.0,0,348.0,950.9
6273,0,1977,1,0,0,0,6,0,1,10.54,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,19.15,124.4,0.0,0,63.239999999999995,187.64
6274,2,2062,1,0,0,0,2,0,0,0.0,0,1,0,21,0,1,0,0,1,1,1,1,0,0,0,51.4,96.8,0.0,0,0.0,96.8
6275,1,6920,1,0,0,0,53,2,1,27.56,1,1,0,26,1,0,0,1,0,1,1,1,0,0,0,71.85,3827.9,0.0,0,1460.6799999999998,5288.58
6276,2,1049,1,0,1,2,61,2,1,42.85,0,1,1,11,1,0,0,0,0,0,0,1,1,1,0,49.7,2961.4,0.0,0,2613.85,5575.25
6277,1,2065,1,0,0,0,13,4,1,38.4,1,1,1,23,1,0,1,0,1,1,1,0,0,1,0,78.75,995.35,0.0,50,499.2,1544.55
6278,2,2014,1,0,1,9,2,0,1,7.49,0,1,2,14,0,0,0,0,0,0,0,1,0,1,1,70.4,154.8,0.0,0,14.98,169.78
6279,2,2351,1,0,0,0,3,0,1,14.35,1,1,2,17,0,0,0,0,0,0,0,1,0,0,0,76.1,257.6,0.0,0,43.05,300.65000000000003
6280,1,6610,1,0,0,0,62,2,1,32.29,1,1,2,26,0,0,0,0,1,1,1,1,1,1,0,94.0,5757.2,0.0,0,2001.98,7759.18
6281,1,7018,1,0,1,1,72,1,1,45.93,1,1,2,30,1,1,1,1,0,1,1,1,2,0,1,103.95,7517.7,0.0,0,3306.96,10824.66
6282,0,175,1,0,1,2,63,2,1,38.36,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,19.95,1234.8,0.0,0,2416.68,3651.4799999999996
6283,1,6439,1,0,1,4,62,2,1,30.51,1,1,2,41,1,1,0,0,0,1,1,1,1,0,0,96.1,6001.45,0.0,0,1891.6200000000001,7893.07
6284,2,5594,1,0,0,0,15,4,1,26.54,1,1,1,18,0,0,0,0,0,0,0,1,0,1,1,48.8,720.1,0.0,0,398.09999999999997,1118.2
6285,2,1606,1,0,0,0,55,2,1,3.62,0,1,1,17,1,0,0,0,0,0,0,1,0,1,1,50.55,2832.75,0.0,0,199.1,3031.85
6286,2,6960,1,0,0,0,11,4,1,29.16,0,1,1,3,0,0,0,0,0,0,0,1,0,1,1,44.65,472.25,0.0,0,320.76,793.01
6287,0,5862,1,0,0,0,61,2,1,25.91,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,19.45,1336.35,0.0,0,1580.51,2916.8599999999997
6288,1,1488,1,0,1,7,71,1,1,19.9,1,1,1,27,1,1,1,1,1,1,1,1,2,0,1,89.3,6388.65,0.0,0,1412.8999999999999,7801.549999999999
6289,0,6785,1,0,0,0,35,3,1,4.24,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,19.25,677.9,0.0,0,148.4,826.3
6290,2,6751,1,0,0,0,17,4,1,41.78,0,1,2,16,0,0,0,0,0,0,0,1,0,0,0,70.5,1165.6,0.0,0,710.26,1875.86
6291,0,3594,1,0,1,1,47,2,1,45.9,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,19.65,921.55,0.0,0,2157.2999999999997,3078.8499999999995
6292,0,1795,1,0,1,9,3,0,1,11.77,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,20.85,72.0,0.0,0,35.31,107.31
6293,0,5329,1,0,0,0,3,0,1,35.59,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,19.65,68.35,0.0,0,106.77000000000001,175.12
6294,2,6497,1,0,0,0,1,0,1,26.15,0,1,1,26,0,0,0,0,0,0,0,1,0,1,1,44.0,44.0,0.0,0,26.15,70.15
6295,1,2381,1,0,1,4,44,2,1,24.71,1,1,2,27,0,1,1,0,0,1,1,0,1,0,0,94.4,4295.35,0.0,40,1087.24,5422.59
6296,2,1439,1,0,0,0,18,4,1,15.01,0,1,2,22,1,0,0,0,0,0,0,1,0,1,0,75.4,1380.4,0.0,0,270.18,1650.5800000000002
6297,1,1577,1,0,1,1,65,2,1,1.29,0,1,1,51,1,1,1,0,0,1,1,1,2,0,0,71.0,4386.2,0.0,0,83.85000000000001,4470.05
6298,0,6298,1,0,0,0,3,0,1,12.05,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,21.2,52.05,0.0,0,36.150000000000006,88.2
6299,2,4682,1,0,1,3,33,3,1,15.89,0,1,1,52,1,1,0,1,0,0,0,1,2,1,1,61.05,2018.4,0.0,0,524.37,2542.77
6300,1,2259,1,0,0,0,34,3,1,5.32,0,1,1,23,1,0,1,1,1,1,1,1,1,1,0,79.95,2727.3,0.0,0,180.88,2908.1800000000003
6301,0,1448,1,0,1,8,14,4,1,15.33,0,0,3,0,0,0,0,0,0,0,0,0,2,1,1,19.7,263.65,0.0,0,214.62,478.27
6302,0,4349,1,0,0,0,13,4,1,22.01,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,20.3,275.4,0.0,0,286.13,561.53
6303,0,168,1,0,1,1,23,0,1,48.02,1,0,3,0,0,0,0,0,0,0,0,0,1,0,1,24.35,538.5,0.0,0,1104.46,1642.96
6304,0,1164,1,0,1,10,47,2,1,41.54,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,19.75,948.9,0.0,0,1952.3799999999999,2901.2799999999997
6305,2,3016,1,0,0,0,17,0,1,45.61,0,1,1,53,1,0,0,0,0,0,0,1,0,1,1,50.3,846.8,0.0,0,775.37,1622.17
6306,1,257,1,0,0,0,69,1,1,18.47,1,1,1,28,1,0,1,1,1,1,1,1,2,1,1,85.35,5897.4,0.0,0,1274.4299999999998,7171.83
6307,2,1866,1,0,0,0,10,0,1,49.04,0,1,0,23,1,0,0,0,0,0,0,1,0,1,1,51.65,524.5,0.0,0,490.4,1014.9
6308,0,2480,1,0,0,0,12,0,1,26.17,1,0,3,0,0,0,0,0,0,0,0,0,2,1,0,24.0,269.65,0.0,0,314.04,583.69
6309,2,5699,1,0,1,4,39,3,1,48.14,0,1,0,23,0,0,1,0,1,0,0,1,0,1,1,59.85,2341.5,0.0,0,1877.46,4218.96
6310,0,377,1,0,1,9,71,1,1,18.99,1,0,3,0,0,0,0,0,0,0,0,0,2,0,1,23.9,1626.4,0.0,0,1348.29,2974.69
6311,0,5888,1,0,1,3,33,3,1,1.71,1,0,3,0,0,0,0,0,0,0,0,0,1,0,1,24.15,800.3,0.0,0,56.43,856.7299999999999
6312,2,5018,1,0,1,4,9,0,1,12.59,0,1,0,76,0,1,0,0,0,0,0,1,0,0,1,50.85,466.6,0.0,0,113.31,579.9100000000001
6313,1,1008,1,0,1,3,52,2,1,18.02,1,1,2,3,1,0,1,1,0,0,0,0,2,1,1,91.6,4627.8,0.0,60,937.04,5624.84
6314,1,6616,1,0,0,0,70,1,1,8.39,1,1,2,59,0,1,0,0,1,1,1,1,1,0,0,98.9,6838.6,0.0,0,587.3000000000001,7425.900000000001
6315,2,1116,1,0,0,0,1,0,1,15.2,0,1,2,2,0,1,0,0,0,1,1,1,0,1,0,85.0,85.0,0.0,0,15.2,100.2
6316,2,48,1,0,0,0,1,5,1,42.95,0,1,1,9,0,0,0,0,0,0,0,1,0,1,1,44.3,44.3,0.0,0,42.95,87.25
6317,2,3799,1,0,0,0,52,2,1,42.9,1,1,2,14,0,1,0,0,0,0,0,1,1,1,1,80.2,4297.6,0.0,0,2230.7999999999997,6528.4
6318,2,583,1,0,0,0,6,5,1,45.67,0,1,1,71,0,0,1,0,1,0,0,1,0,0,1,60.9,414.1,0.0,0,274.02,688.12
6319,2,1327,1,0,1,3,7,5,0,0.0,0,1,1,17,1,1,0,0,0,0,0,1,0,0,1,34.2,256.6,0.0,0,0.0,256.6
6320,2,4363,1,0,0,0,26,3,1,45.09,0,1,2,41,1,0,1,1,0,0,0,0,1,1,1,87.15,2274.1,0.0,20,1172.3400000000001,3466.44
6321,2,2171,1,0,1,6,25,3,1,37.97,0,1,1,22,1,0,0,1,0,0,0,1,0,0,0,54.3,1296.8,0.0,0,949.25,2246.05
6322,0,6686,1,0,0,0,69,1,1,42.49,0,0,3,0,0,0,0,0,0,0,0,0,2,1,1,19.1,1268.85,0.0,0,2931.81,4200.66
6323,1,3675,1,0,0,0,72,1,1,35.24,1,1,2,42,1,1,1,1,1,1,1,1,2,1,1,112.75,8192.6,0.0,0,2537.28,10729.880000000001
6324,0,3632,1,0,0,0,4,0,1,34.86,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,19.95,59.25,0.0,0,139.44,198.69
6325,0,6023,1,0,1,10,59,2,1,18.75,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,19.5,1147.85,0.0,0,1106.25,2254.1
6326,1,4701,1,0,0,0,67,1,1,49.74,0,1,0,41,1,0,1,0,0,1,1,0,2,0,0,65.55,4361.55,0.0,40,3332.58,7734.13
6327,1,41,1,0,0,0,27,3,1,48.91,0,1,1,59,0,1,1,1,1,1,1,1,1,0,1,78.2,2078.95,0.0,0,1320.57,3399.5199999999995
6328,1,4227,1,0,1,5,72,1,1,36.05,1,1,2,14,1,0,1,0,1,1,1,1,2,0,0,105.25,7609.75,0.0,0,2595.6,10205.35
6329,2,5703,1,0,0,0,6,5,1,35.88,0,1,2,10,0,0,1,1,0,1,1,1,0,1,0,89.25,487.05,0.0,0,215.28000000000003,702.33
6330,0,1529,1,0,1,9,62,2,1,11.15,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,20.65,1218.45,0.0,0,691.3000000000001,1909.75
6331,2,1242,1,0,0,0,20,0,1,32.5,1,1,1,52,0,1,0,1,1,0,0,1,1,1,0,68.7,1416.2,0.0,0,650.0,2066.2
6332,1,937,1,0,0,0,6,5,1,46.59,0,1,1,7,1,0,1,1,1,1,1,0,0,0,1,78.65,483.3,0.0,10,279.54,772.84
6333,0,4311,1,0,0,0,51,2,1,18.07,1,0,3,0,0,0,0,0,0,0,0,0,2,0,1,24.75,1234.6,0.0,0,921.57,2156.17
6334,0,1233,1,0,1,6,61,2,1,25.4,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,19.75,1311.6,0.0,0,1549.3999999999999,2861.0
6335,2,5956,1,0,0,0,72,1,1,8.48,1,1,2,22,1,0,0,1,0,0,0,1,2,1,0,84.7,6185.15,0.0,0,610.5600000000001,6795.71
6336,0,6628,1,0,1,7,38,3,1,49.9,0,0,3,0,0,0,0,0,0,0,0,0,2,1,1,19.95,756.4,0.0,0,1896.2,2652.6
6337,2,3306,1,0,0,0,18,0,0,0.0,0,1,1,30,1,0,1,0,0,0,0,1,0,0,1,33.6,550.35,0.0,0,0.0,550.35
6338,1,6838,1,0,1,4,56,0,1,11.48,0,1,2,10,0,1,1,1,0,0,0,1,1,1,1,85.85,4793.8,0.0,0,642.88,5436.68
6339,2,2017,1,0,0,0,36,3,0,0.0,0,1,0,2,0,1,0,1,0,0,0,1,0,1,0,34.85,1267.2,0.0,0,0.0,1267.2
6340,1,977,1,0,1,3,70,1,1,1.07,0,1,2,21,1,1,0,1,0,0,0,1,2,0,0,84.6,5706.2,0.0,0,74.9,5781.099999999999
6341,2,6192,1,0,0,0,68,0,0,0.0,0,1,0,13,0,1,0,1,0,1,1,1,0,0,0,44.95,3085.35,0.0,0,0.0,3085.35
6342,2,1978,1,0,0,0,1,0,0,0.0,0,1,0,21,0,0,0,0,0,0,0,0,0,1,0,24.7,24.7,0.0,0,0.0,24.7
6343,1,4113,1,0,0,0,37,0,1,45.06,1,1,2,82,0,0,0,1,1,1,1,1,0,0,1,100.3,3541.4,0.0,0,1667.22,5208.62
6344,0,3091,1,0,0,0,4,5,1,38.97,1,0,3,0,0,0,0,0,0,0,0,0,0,1,1,25.45,84.2,0.0,0,155.88,240.07999999999998
6345,2,4886,1,0,0,0,1,5,1,38.05,0,1,0,14,1,0,0,0,0,0,0,1,0,1,1,50.7,50.7,0.0,0,38.05,88.75
6346,2,5246,1,0,0,0,20,0,0,0.0,0,1,1,20,1,1,1,1,1,0,0,1,0,1,1,55.0,1165.55,0.0,0,0.0,1165.55
6347,1,5103,1,0,1,7,72,0,1,15.96,0,1,1,26,1,1,0,1,1,0,0,1,2,0,0,68.4,4855.35,0.0,0,1149.1200000000001,6004.47
6348,2,4868,1,0,1,6,11,0,1,44.2,0,1,1,15,0,0,0,0,1,0,0,1,0,1,0,55.05,608.15,0.0,0,486.20000000000005,1094.35
6349,0,1882,1,0,0,0,33,0,1,12.51,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,19.8,641.35,0.0,0,412.83,1054.18
6350,2,1384,1,0,0,0,1,5,0,0.0,0,1,1,7,0,0,1,1,0,0,0,1,0,0,1,35.9,35.9,0.0,0,0.0,35.9
6351,2,2702,1,0,1,8,16,0,1,46.0,0,1,2,30,1,1,0,0,0,0,0,1,0,0,0,80.75,1321.3,0.0,0,736.0,2057.3
6352,1,5099,1,0,1,6,22,0,1,36.15,1,1,1,11,0,0,1,1,1,1,1,1,1,1,1,78.65,1663.75,0.0,0,795.3,2459.05
6353,2,6888,1,0,1,6,49,0,1,35.29,0,1,1,28,1,0,1,1,0,0,0,1,0,0,0,61.75,3024.15,0.0,0,1729.21,4753.360000000001
6354,1,4234,1,0,1,8,36,0,1,47.45,0,1,1,14,1,0,1,0,0,1,1,1,1,1,1,63.7,2188.5,0.0,0,1708.2,3896.7
6355,2,3270,1,0,0,0,31,0,1,40.92,0,1,2,20,1,0,1,1,0,0,0,0,0,0,0,87.6,2724.25,0.0,70,1268.52,4062.77
6356,2,3424,1,0,1,8,5,5,1,15.74,1,1,2,28,1,0,0,0,0,1,1,1,0,1,0,89.15,413.25,0.0,0,78.7,491.95
6357,0,6904,1,0,1,4,66,0,1,7.83,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,20.0,1374.2,0.0,0,516.78,1890.98
6358,1,1597,1,0,0,0,64,0,1,45.82,1,1,2,14,0,1,1,0,1,1,1,1,2,1,0,104.4,6692.65,0.0,0,2932.48,9625.13
6359,0,5044,1,0,1,7,10,0,1,13.83,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,20.05,218.5,0.0,0,138.3,356.8
6360,2,4907,1,0,0,0,29,0,0,0.0,0,1,1,27,0,1,0,1,0,0,0,1,0,0,0,34.3,1004.75,0.0,0,0.0,1004.75
6361,0,530,1,0,0,0,57,0,1,1.69,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,20.65,1125.6,0.0,0,96.33,1221.9299999999998
6362,2,146,1,0,0,0,46,0,1,43.27,1,1,2,21,1,1,0,0,0,0,0,0,0,0,1,84.25,3847.6,0.0,100,1990.42,5938.02
6363,0,1841,1,0,0,0,53,0,1,23.17,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,19.65,978.0,0.0,0,1228.01,2206.01
6364,1,5016,1,0,0,0,17,0,1,12.69,0,1,0,22,1,1,0,1,1,1,1,1,1,0,1,79.85,1387.35,0.0,0,215.73,1603.08
6365,0,6053,1,0,1,9,38,0,1,26.84,0,0,3,0,0,0,0,0,0,0,0,0,2,1,1,20.2,746.05,0.0,0,1019.92,1765.9699999999998
6366,0,2611,1,0,0,0,15,0,1,5.54,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,19.8,304.6,0.0,0,83.1,387.70000000000005
6367,2,121,1,0,0,0,22,0,0,0.0,0,1,0,22,0,1,0,0,1,1,1,1,0,1,0,50.35,1098.85,0.0,0,0.0,1098.85
6368,1,2509,1,0,1,2,57,0,1,6.63,1,1,0,27,0,1,1,1,1,0,0,1,1,0,0,74.6,4368.95,0.0,0,377.90999999999997,4746.86
6369,0,757,1,0,1,9,1,0,1,30.09,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,20.35,20.35,0.0,0,30.09,50.44
6370,0,4845,1,0,1,3,12,0,1,49.7,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,21.05,262.05,0.0,0,596.4000000000001,858.45
6371,1,1020,1,0,0,0,36,0,1,21.3,0,1,2,18,0,1,0,0,1,1,1,1,0,1,0,94.7,3512.5,0.0,0,766.8000000000001,4279.3
6372,2,1410,1,0,0,0,2,0,1,3.76,0,1,2,16,0,1,0,0,0,0,0,1,0,0,0,74.95,151.75,0.0,0,7.52,159.27
6373,1,1487,1,0,1,9,72,0,1,24.08,0,1,2,19,1,1,1,1,1,1,1,1,2,0,0,111.95,8033.1,0.0,0,1733.7599999999998,9766.86
6374,0,4015,1,0,0,0,62,0,1,14.17,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,19.85,1253.65,0.0,0,878.54,2132.19
6375,2,2419,1,0,0,0,6,0,1,34.42,1,1,2,42,0,1,0,0,1,0,0,0,0,1,0,89.75,552.65,0.0,60,206.52,819.17
6376,0,302,1,0,1,4,48,0,1,33.06,0,0,3,0,0,0,0,0,0,0,0,0,2,1,1,20.05,1036.0,0.0,0,1586.88,2622.88
6377,1,4789,1,0,0,0,35,0,1,20.07,1,1,2,23,1,0,1,1,1,1,1,1,2,1,0,108.95,4025.5,0.0,0,702.45,4727.95
6378,0,6688,1,0,0,0,52,0,1,22.65,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,19.65,928.4,0.0,0,1177.8,2106.2
6379,2,3051,1,0,0,0,1,0,0,0.0,0,1,0,13,0,0,0,0,0,0,0,1,0,1,1,24.9,24.9,0.0,0,0.0,24.9
6380,1,2660,1,0,1,8,71,0,1,12.12,1,1,0,23,1,1,1,1,1,1,1,1,2,0,1,93.2,6506.15,0.0,0,860.52,7366.67
6381,1,4795,1,0,1,5,67,0,1,3.47,0,1,2,21,1,1,1,0,0,0,0,1,1,0,0,84.8,5598.3,0.0,0,232.49,5830.79
6382,2,941,1,0,1,2,23,4,0,0.0,0,1,1,19,0,0,0,1,0,0,0,1,0,1,0,30.35,678.75,0.0,0,0.0,678.75
6383,1,1878,1,0,0,0,39,0,0,0.0,0,1,1,29,0,0,1,1,1,1,1,1,1,0,0,54.85,2191.7,0.0,0,0.0,2191.7
6384,0,3105,1,0,1,9,15,4,1,49.36,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,19.5,239.75,0.0,0,740.4,980.15
6385,0,2418,1,0,1,1,24,0,1,7.37,1,0,3,0,0,0,0,0,0,0,0,0,2,0,1,24.2,609.05,0.0,0,176.88,785.93
6386,0,4188,1,0,1,1,37,0,1,2.68,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19.35,683.75,0.0,0,99.16000000000001,782.91
6387,1,652,1,0,0,0,54,0,1,48.97,0,1,2,42,0,0,1,0,1,1,1,0,1,1,1,94.1,5060.9,0.0,140,2644.38,7845.28
6388,2,1598,1,0,0,0,3,0,1,10.1,0,1,2,73,1,0,0,0,0,0,0,1,0,1,0,74.55,233.65,0.0,0,30.299999999999997,263.95
6389,2,3125,1,0,0,0,5,0,1,26.86,0,1,1,71,0,0,1,1,0,0,0,1,0,0,0,56.15,291.45,0.0,0,134.3,425.75
6390,0,6260,1,0,0,0,33,0,1,14.48,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,20.35,689.75,0.0,0,477.84000000000003,1167.5900000000001
6391,1,299,1,0,0,0,41,0,1,6.16,1,1,1,12,0,1,1,0,1,1,1,1,1,1,0,80.55,3263.9,0.0,0,252.56,3516.46
6392,1,16,1,0,0,0,34,0,0,0.0,0,1,1,20,1,0,1,1,1,1,1,1,1,0,1,61.25,1993.2,0.0,0,0.0,1993.2
6393,0,2640,1,0,1,1,13,4,1,16.4,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,20.45,254.5,0.0,0,213.2,467.7
6394,0,3545,1,0,0,0,20,4,1,33.86,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,18.9,347.65,0.0,0,677.2,1024.85
6395,2,2001,1,0,0,0,41,0,1,38.94,0,1,1,28,0,0,0,0,0,0,0,1,0,0,0,45.2,1841.9,0.0,0,1596.54,3438.44
6396,0,3346,1,0,0,0,13,4,1,46.3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,19.45,232.1,0.0,0,601.9,834.0
6397,0,3454,1,0,1,1,35,0,1,13.67,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,25.45,809.25,0.0,0,478.45,1287.7
6398,2,6839,1,0,0,0,4,0,1,11.5,0,1,2,41,1,1,0,1,0,1,1,1,0,1,1,94.9,360.55,0.0,0,46.0,406.55
6399,0,5224,1,0,0,0,7,0,1,39.59,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,20.25,129.15,0.0,0,277.13,406.28
6400,1,5682,1,0,1,1,53,0,1,6.68,0,1,2,25,1,1,1,1,1,1,1,1,1,0,0,110.5,5835.5,0.0,0,354.03999999999996,6189.54
6401,0,2348,1,0,0,0,5,0,1,34.8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,19.95,109.6,0.0,0,174.0,283.6
6402,2,1148,1,0,0,0,12,4,1,26.13,1,1,2,23,0,0,0,0,0,0,0,1,0,1,0,76.6,893.0,0.0,0,313.56,1206.56
6403,0,3129,1,0,1,1,38,0,1,36.72,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,19.6,763.1,0.0,0,1395.36,2158.46
6404,2,2055,1,0,0,0,9,0,1,48.38,0,1,2,8,0,0,1,0,0,1,1,0,0,1,1,85.3,781.4,0.0,10,435.42,1226.82
6405,2,485,1,0,1,1,13,4,1,14.32,1,1,1,4,1,0,0,0,0,1,1,1,0,1,0,65.85,902.25,0.0,0,186.16,1088.41
6406,0,5421,1,0,1,1,47,0,1,1.44,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,20.05,1016.7,0.0,0,67.67999999999999,1084.38
6407,1,330,1,0,1,1,61,0,1,15.15,1,1,2,28,1,0,1,1,1,0,0,1,0,0,0,99.4,5943.65,0.0,0,924.15,6867.799999999999
6408,0,2859,1,0,0,0,16,4,1,4.13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,20.0,275.7,0.0,0,66.08,341.78
6409,1,1726,1,0,1,1,41,0,1,32.29,0,1,1,69,1,1,0,1,1,1,1,1,2,0,0,78.45,3126.45,0.0,0,1323.8899999999999,4450.34
6410,0,35,1,0,0,0,43,0,1,30.64,1,0,3,0,0,0,0,0,0,0,0,0,2,1,0,25.1,1070.15,0.0,0,1317.52,2387.67
6411,2,4680,1,0,0,0,6,0,1,37.57,0,1,0,58,0,0,0,0,0,1,1,1,0,1,0,55.0,340.4,0.0,0,225.42000000000002,565.8199999999999
6412,1,5919,1,0,0,0,58,0,1,42.33,1,1,0,7,1,1,1,1,0,0,0,1,1,1,1,71.1,4299.2,0.0,0,2455.14,6754.34
6413,2,2814,1,0,0,0,19,4,1,46.49,0,1,0,8,0,0,0,1,1,0,0,1,0,1,1,61.55,1093.2,0.0,0,883.3100000000001,1976.5100000000002
6414,2,229,1,0,1,1,11,4,1,12.95,0,1,0,6,0,0,0,0,0,0,0,1,0,1,0,45.9,521.9,0.0,0,142.45,664.3499999999999
6415,2,5208,1,0,0,0,39,0,0,0.0,0,1,1,19,1,1,0,1,0,0,0,1,1,1,0,40.3,1630.4,0.0,0,0.0,1630.4
6416,2,2755,1,0,0,0,26,0,1,16.34,1,1,1,19,0,0,0,0,0,0,0,0,0,1,1,49.5,1265.65,0.0,150,424.84,1840.49
6417,0,413,1,0,1,1,70,0,1,38.63,0,0,3,0,0,0,0,0,0,0,0,0,2,1,1,19.2,1401.4,0.0,0,2704.1000000000004,4105.5
6418,0,3110,1,0,0,0,59,0,1,25.89,1,0,3,0,0,0,0,0,0,0,0,0,2,0,1,25.0,1510.5,0.0,0,1527.51,3038.01
6419,2,964,1,0,0,0,7,0,0,0.0,0,1,1,14,1,0,1,0,0,0,0,1,1,0,1,35.3,264.8,0.0,0,0.0,264.8
6420,1,5755,1,0,1,1,59,0,1,15.94,0,1,1,19,0,1,1,1,1,1,1,1,1,0,1,76.75,4541.9,0.0,0,940.4599999999999,5482.36
6421,1,4269,1,0,1,1,61,0,1,32.96,1,1,1,41,0,0,1,1,1,1,1,1,2,1,0,81.0,4976.15,0.0,0,2010.56,6986.709999999999
6422,1,270,1,0,1,4,72,0,1,8.33,1,1,2,59,1,0,1,0,1,1,1,0,2,1,0,105.55,7542.25,0.0,10,599.76,8152.01
6423,0,2362,1,0,1,6,13,4,1,16.74,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,18.8,251.25,0.0,0,217.61999999999998,468.87
6424,0,4321,1,0,1,6,64,0,1,19.23,1,0,3,0,0,0,0,0,0,0,0,0,1,0,1,24.9,1595.5,0.0,0,1230.72,2826.2200000000003
6425,2,3586,1,0,0,0,10,4,1,37.45,0,1,1,5,0,1,0,1,0,1,1,1,1,0,1,64.9,685.55,0.0,0,374.5,1060.05
6426,2,1765,1,0,0,0,65,2,1,19.25,0,1,1,19,1,1,1,0,0,0,0,1,1,0,0,61.35,3874.1,0.0,0,1251.25,5125.35
6427,1,5747,1,0,1,3,62,2,1,42.68,1,1,2,51,1,1,1,1,1,1,1,1,2,0,1,113.95,6891.4,0.0,0,2646.16,9537.56
6428,1,6822,1,0,1,8,55,2,1,47.46,1,1,1,53,1,1,1,1,1,1,1,1,1,1,0,90.15,4916.95,0.0,0,2610.3,7527.25
6429,2,6964,1,0,1,8,25,0,1,12.12,1,1,0,59,0,1,0,0,0,0,0,0,0,0,0,54.1,1373.0,0.0,110,303.0,1786.0
6430,2,6193,1,0,0,0,1,0,1,38.21,0,1,0,13,1,0,0,0,0,0,0,1,0,1,1,49.8,49.8,0.0,0,38.21,88.00999999999999
6431,1,3606,1,0,1,3,36,0,1,5.99,1,1,2,6,0,0,0,0,1,1,1,1,0,1,0,95.0,3440.25,0.0,0,215.64000000000001,3655.89
6432,1,623,1,0,1,1,61,2,1,4.69,1,1,0,4,1,0,1,0,0,1,1,1,2,1,1,69.9,4226.7,0.0,0,286.09000000000003,4512.79
6433,2,5911,1,0,0,0,26,0,0,0.0,0,1,0,58,0,1,0,0,1,0,0,1,1,1,0,39.95,1023.75,0.0,0,0.0,1023.75
6434,1,6779,1,0,1,2,68,0,1,21.86,0,1,2,29,1,1,1,0,1,1,1,1,2,1,1,103.25,7074.4,0.0,0,1486.48,8560.88
6435,1,2832,1,0,1,8,72,0,1,11.02,1,1,2,17,1,1,1,1,0,0,0,0,2,1,0,94.25,6849.75,0.0,100,793.4399999999999,7743.19
6436,1,5058,1,0,1,4,71,0,0,0.0,0,1,0,6,0,0,1,1,0,1,1,1,2,1,0,47.05,3263.6,0.0,0,0.0,3263.6
6437,0,5303,1,0,0,0,57,2,1,12.99,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,20.55,1252.85,0.0,0,740.4300000000001,1993.28
6438,0,473,1,0,0,0,4,5,1,18.28,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,19.65,67.55,0.0,0,73.12,140.67000000000002
6439,1,6438,1,0,1,8,72,0,1,2.73,1,1,1,59,1,1,1,1,0,1,1,1,2,0,1,81.0,5750.0,0.0,0,196.56,5946.56
6440,1,3291,1,0,1,6,21,0,1,31.55,1,1,1,23,1,0,0,0,1,1,1,1,1,1,0,75.9,1549.75,0.0,0,662.5500000000001,2212.3
6441,0,5478,1,0,1,1,71,0,1,19.49,1,0,3,0,0,0,0,0,0,0,0,0,2,0,0,24.7,1810.55,0.0,0,1383.79,3194.34
