,clust,Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
7573,1,1452,1,2574.198807,0,0,3,24,1,1,43846,0,1,65,16,33,1,1,1,5,2,2,125.52458,0,0
7574,0,3356,0,22315.05787,0,0,3,33,4,1,0,1,2,67,33,54,0,2,1,5,0,1,482.4,0,1
7575,2,7368,2,2430.484375,0,0,1,12,1,0,33775,1,1,61,24,95,0,1,1,4,0,0,292.8,5,1
7576,1,8336,3,6160.999344,0,1,1,6,1,1,96988,1,2,77,1,60,0,3,1,4,0,0,369.6,5,1
7577,0,3130,0,7912.132168,0,2,0,24,4,1,0,1,2,114,26,34,0,7,1,5,0,1,820.8,5,0
7578,2,3166,3,5534.821886,0,0,2,12,1,0,81945,0,2,68,19,45,0,9,1,3,0,2,47.451832,0,2
7579,0,4131,0,2382.672856,0,0,0,18,4,0,0,0,1,65,24,47,0,1,1,3,0,0,27.031485,0,1
7580,2,1092,2,6991.248087,0,0,0,38,2,0,19019,1,1,186,7,46,0,1,1,5,3,1,1003.050834,2,1
7581,2,5504,3,2885.328202,0,0,0,19,1,0,62579,2,1,72,33,53,0,1,1,4,3,0,326.242099,0,1
7582,2,8887,1,41787.90343,1,2,3,20,1,0,46587,1,0,119,34,74,2,2,1,5,0,2,571.2,0,1
7583,0,857,0,2848.564466,0,1,0,35,4,0,0,1,2,81,26,58,0,1,1,5,0,1,583.2,0,1
7584,0,2984,0,8123.023295,0,1,0,48,4,0,0,1,2,78,15,47,0,2,2,6,2,3,561.6,0,2
7585,0,2045,4,9661.103686,0,1,3,15,4,1,0,1,1,135,1,98,0,9,0,0,0,0,648.0,3,1
7586,0,8492,1,4488.134688,0,0,3,1,4,1,0,1,2,66,1,61,0,9,0,2,1,3,758.460636,0,2
7587,1,511,1,4561.27302,0,2,1,14,2,1,29327,1,1,118,26,21,0,1,2,7,0,0,627.898468,0,2
7588,1,7690,3,11546.17372,0,1,4,42,1,1,81081,0,1,96,32,34,1,2,0,1,3,2,206.211089,0,1
7589,0,2030,3,3788.814643,0,0,3,21,4,0,0,1,2,106,27,89,0,1,1,5,0,0,763.2,3,1
7590,1,5930,2,13502.63148,0,0,4,37,1,1,57222,2,1,112,3,88,1,2,1,4,1,1,297.187468,4,1
7591,1,7130,0,8563.968057,0,0,1,8,1,1,91147,0,1,107,4,79,0,7,1,3,2,0,50.473675,4,2
7592,2,4400,1,2913.475108,0,0,3,1,1,0,76638,1,2,73,2,55,1,1,1,5,2,0,435.189747,0,2
7593,1,8259,1,7540.584824,0,0,0,9,1,1,29697,0,1,64,6,43,0,2,1,4,2,0,147.128736,0,1
7594,0,7680,0,6950.532764,0,0,3,6,4,1,0,1,1,61,27,90,0,2,0,2,2,2,301.402778,0,1
7595,2,4683,0,7255.137772,0,0,1,37,1,0,67352,2,1,181,7,80,1,1,1,5,2,1,560.947563,1,2
7596,0,4052,3,4334.064096,1,1,0,43,3,0,23904,1,2,123,1,67,3,1,1,5,0,0,590.4,3,1
7597,0,8028,0,6307.497245,0,1,0,16,4,1,0,1,1,88,16,28,2,7,1,4,0,1,422.4,0,2
7598,2,5338,1,5904.847853,0,0,0,0,1,0,89953,2,2,74,3,42,0,3,0,2,1,3,274.165887,0,1
7599,1,280,1,4794.481412,0,0,3,12,3,1,20862,1,0,68,1,69,0,9,1,5,0,0,326.4,0,2
7600,2,3261,2,9180.154161,0,0,1,12,1,0,47663,0,0,114,35,24,0,8,1,5,0,1,103.702555,4,1
7601,1,1501,4,8355.512557,0,2,4,24,1,1,49564,1,0,105,8,29,0,5,0,0,2,3,661.608936,0,2
7602,1,2016,1,13869.92705,1,0,1,10,1,1,28432,1,1,118,1,59,0,2,1,5,1,1,612.300581,3,2
7603,1,3457,1,13452.1928,0,2,1,14,1,1,32356,2,1,117,11,35,2,2,1,3,0,0,428.490681,5,1
7604,1,6632,3,16798.85832,0,0,3,31,1,1,55269,1,0,71,32,15,0,2,1,5,0,0,340.8,5,1
7605,0,2106,1,8273.111579,0,2,1,23,4,0,0,2,0,116,6,78,0,3,1,4,0,3,509.513764,0,0
7606,1,8114,3,7408.836056,0,1,3,45,1,1,76771,0,0,95,34,82,1,7,1,5,0,1,91.674854,5,0
7607,2,2471,2,4349.30875,1,0,1,22,1,0,75648,0,1,108,28,10,0,1,0,2,1,1,112.660916,3,0
7608,1,7927,3,4744.967459,0,0,2,34,1,1,20698,2,2,68,21,72,5,5,1,5,3,1,248.422693,5,1
7609,2,883,3,17208.05642,0,0,3,48,1,0,29734,1,0,63,12,86,0,2,0,1,3,3,649.83837,5,1
7610,1,3335,2,8673.587,0,0,0,20,1,1,43963,1,1,110,25,59,0,7,0,2,2,0,528.0,3,1
7611,1,172,1,2497.910013,0,0,3,26,1,1,29465,1,1,63,6,9,0,1,1,4,1,2,302.4,0,1
7612,2,581,0,32069.87526,0,0,3,3,1,0,24851,1,2,103,8,99,0,2,1,5,0,0,604.289428,3,1
7613,0,3806,0,3312.253233,0,0,0,53,4,1,0,1,2,107,2,4,2,1,0,2,0,0,770.4,3,1
7614,1,3513,1,10828.37347,0,1,1,5,2,1,11033,1,1,97,27,18,0,2,2,6,0,1,511.120131,5,0
7615,2,2735,3,12128.36511,0,0,1,41,1,0,20495,1,1,61,7,36,0,2,1,5,1,0,292.8,0,1
7616,2,2508,1,5505.687336,0,0,4,52,1,0,95766,0,1,68,17,62,0,5,1,5,1,2,162.557048,0,1
7617,0,203,1,6715.342541,0,0,1,53,4,1,0,1,2,65,22,39,0,2,0,0,3,0,655.073317,0,1
7618,2,7223,3,2836.677371,0,0,0,20,1,0,61029,0,2,72,26,98,0,1,1,4,1,2,114.429816,5,1
7619,0,1494,3,3561.595726,0,0,0,35,4,1,0,1,2,105,3,30,0,1,1,5,3,3,504.0,3,1
7620,1,665,1,6552.399896,0,1,3,2,1,1,56188,0,1,86,20,52,3,3,2,7,1,3,175.972039,0,0
7621,2,256,0,2833.980142,0,0,0,54,1,0,94812,0,1,70,11,40,0,1,1,5,1,1,121.025058,0,1
7622,0,6011,1,5099.513147,0,0,0,26,4,0,0,1,1,70,28,77,1,3,1,3,0,1,336.0,5,2
7623,2,6631,3,9415.527031,0,2,1,14,1,0,55338,1,1,116,25,54,0,7,0,2,1,1,556.8,5,1
7624,2,7759,1,3644.833554,1,1,3,3,1,0,82477,1,1,90,1,69,0,1,1,5,1,0,432.0,5,0
7625,2,5397,3,2927.516316,0,0,1,39,1,0,20852,1,1,73,8,6,0,1,1,5,2,1,383.789732,5,2
7626,0,8216,4,9227.945752,0,1,3,44,4,0,0,2,1,82,22,62,0,2,1,5,0,2,296.637382,5,1
7627,0,1305,3,3148.42409,0,1,2,55,4,0,0,1,1,83,16,75,0,1,1,5,0,2,544.217453,5,1
7628,0,6005,0,3063.114594,0,1,1,44,4,0,0,1,2,95,14,57,2,1,1,4,0,0,456.0,5,1
7629,2,5377,0,3417.953745,0,1,3,14,1,0,72460,2,1,85,9,76,0,1,1,4,1,2,370.018108,0,1
7630,1,2126,3,23594.6802,1,0,0,20,1,1,76358,0,1,66,25,3,0,2,1,3,2,0,86.461582,0,1
7631,1,564,1,7519.133631,1,1,3,36,1,1,96306,0,0,95,12,17,1,6,0,0,0,0,185.355353,0,1
7632,2,8019,0,3969.433177,0,0,1,50,1,0,49544,0,2,101,3,29,0,1,1,5,0,0,0.769185,3,1
7633,0,7002,3,4874.0748,0,0,3,6,4,1,0,1,2,68,10,36,0,7,1,5,3,2,609.323227,5,1
7634,0,1303,1,7261.615478,0,0,0,15,4,1,0,1,2,101,7,19,0,4,0,1,2,3,727.2,3,1
7635,1,8943,0,8005.964669,0,0,1,36,1,1,63357,1,1,101,26,42,0,5,1,4,1,0,565.508572,3,1
7636,0,1377,0,2996.139865,0,1,3,11,4,1,0,1,2,82,9,21,0,1,0,2,1,2,590.4,0,0
7637,1,5932,0,4175.945269,0,0,0,37,1,1,23060,1,1,109,13,25,3,1,0,2,3,0,731.350857,3,1
7638,1,7793,0,8491.858636,0,0,4,6,1,1,27781,1,1,71,33,7,0,2,0,1,2,0,340.8,0,1
7639,1,6982,0,2402.172069,0,0,1,35,1,1,43246,0,2,62,19,89,0,1,1,4,0,0,52.435202,0,1
7640,2,1206,3,4775.475851,0,1,3,19,0,0,14254,1,1,124,21,16,0,1,0,0,2,1,595.2,3,0
7641,1,706,2,4235.183999,0,2,1,26,1,1,60334,0,1,106,5,67,0,1,0,2,1,3,111.164747,0,0
7642,2,7859,1,5107.163002,1,0,0,15,1,0,35625,2,1,65,10,56,1,3,1,3,1,0,288.572108,0,1
7643,2,2417,3,13167.60512,0,0,0,26,1,0,54684,2,1,111,13,15,3,2,0,2,1,0,302.137164,4,1
7644,1,860,3,2520.301352,0,0,0,31,1,1,56228,2,2,65,4,79,0,1,1,5,1,2,276.877348,5,1
7645,1,7249,3,5189.289582,0,1,0,30,1,1,82166,1,2,134,9,43,3,1,1,4,3,0,643.2,3,1
7646,2,3420,3,2893.313855,0,0,0,30,1,0,30406,1,1,73,29,93,0,1,1,5,0,3,350.4,0,1
7647,1,3032,0,3985.547406,0,2,0,26,1,1,75007,1,0,101,1,19,0,1,1,3,1,0,668.773522,0,1
7648,1,7474,4,2414.638309,0,0,0,42,1,1,79271,2,1,62,24,63,4,1,1,5,1,0,232.753598,0,1
7649,0,699,0,18688.30707,0,1,3,55,4,0,0,1,2,76,2,66,0,2,1,4,0,0,364.8,0,2
7650,1,8920,1,16589.71237,0,2,0,27,1,1,59414,0,1,140,34,56,0,2,1,5,0,2,65.022258,3,1
7651,1,6531,3,23331.829,0,0,0,27,1,1,44719,1,2,66,6,55,0,2,1,4,1,1,316.8,0,1
7652,0,8776,2,4699.034135,0,1,0,39,4,0,0,0,1,129,14,93,2,1,1,5,0,3,291.744204,3,1
7653,2,2562,1,2395.57,1,0,2,16,0,0,21986,1,0,63,1,9,0,1,1,3,1,1,333.696228,5,1
7654,2,2875,3,8861.482361,0,0,3,11,1,0,58480,1,0,113,6,35,1,5,1,5,1,1,542.4,3,1
7655,2,7546,4,8936.823519,0,0,4,0,1,0,37520,0,1,74,21,30,0,2,2,8,0,0,163.576763,5,1
7656,1,4293,1,7340.496505,0,0,0,36,1,1,50165,0,0,62,15,63,0,2,1,5,0,0,129.999138,5,1
7657,1,1170,0,26453.93512,0,1,1,26,1,1,42961,1,1,83,24,16,0,2,1,4,1,3,398.4,0,1
7658,1,1071,3,6342.473656,0,1,3,28,1,1,86687,2,2,80,4,82,0,3,1,5,0,0,274.159702,0,0
7659,0,2815,3,6560.815344,0,1,3,47,4,0,0,0,2,93,2,88,0,3,1,4,0,1,41.617367,0,0
7660,2,7239,0,6687.593818,0,1,0,30,1,0,23772,0,1,83,19,25,0,4,1,5,1,0,100.652984,0,1
7661,0,4510,1,3681.253483,0,1,1,18,4,1,0,2,1,98,23,7,0,1,1,5,3,3,354.939043,0,1
7662,2,1543,0,2555.535685,0,0,2,9,0,0,18241,0,1,65,17,44,0,1,1,4,2,0,151.991098,5,1
7663,0,5780,3,2373.795076,0,0,0,2,4,1,0,1,1,65,32,88,0,1,0,1,0,0,312.0,5,1
7664,2,4642,1,2732.652352,0,0,3,20,1,0,86650,2,2,69,7,64,2,1,1,3,0,3,323.865715,5,1
7665,0,2052,0,4703.71858,0,1,0,21,4,1,0,1,2,137,11,73,0,1,1,5,2,0,1554.089517,3,1
7666,2,7695,3,19259.84494,0,2,4,15,1,0,35973,1,1,159,5,97,0,2,1,4,0,2,763.2,4,0
7667,1,7534,0,3844.569357,0,1,3,11,1,1,26262,1,1,97,6,59,0,1,1,4,3,2,465.6,0,2
7668,1,830,1,4683.443348,0,1,1,22,1,1,25187,1,1,121,8,79,0,1,1,5,2,2,580.8,3,1
7669,2,6124,3,5174.081063,0,0,3,15,1,0,88081,0,1,64,35,94,0,5,1,5,0,1,82.483947,0,1
7670,2,5374,3,2655.864573,0,0,3,47,1,0,83460,1,0,66,20,18,0,1,0,1,1,2,443.44552,0,1
7671,2,526,1,5615.073509,0,0,0,45,0,0,19949,1,1,74,0,99,1,3,0,1,0,1,355.2,0,1
7672,0,2583,3,3161.171297,0,1,1,6,4,1,0,1,2,92,16,56,0,1,1,5,1,1,897.379535,5,0
7673,0,5243,0,7575.647415,0,0,3,37,4,1,0,1,2,109,30,87,0,4,1,5,1,1,784.8,3,1
7674,2,7730,1,3985.398895,0,1,0,2,1,0,77739,2,1,98,31,61,0,1,1,5,1,2,428.563553,0,0
7675,2,1751,3,9706.375239,0,1,1,24,1,0,23649,2,1,122,2,69,0,6,1,5,0,1,535.606632,3,0
7676,1,7182,0,7736.654606,0,1,1,6,1,1,68980,2,0,98,25,87,0,7,1,4,0,0,464.038577,0,1
7677,2,3242,3,4179.488639,0,2,4,51,1,0,60010,1,1,103,4,86,0,1,2,6,1,0,494.4,0,1
7678,2,2177,1,5759.011129,0,0,0,42,1,0,30968,0,1,74,10,89,1,8,0,1,0,1,45.425684,5,1
7679,0,5783,1,4165.396419,0,2,3,38,4,1,0,1,0,116,2,97,0,1,1,3,0,0,556.8,0,1
7680,2,7471,4,2632.552578,0,0,3,42,1,0,99841,1,1,65,14,30,0,1,1,4,1,1,312.0,0,2
7681,0,946,1,3885.456401,1,2,1,44,4,1,0,1,1,105,3,92,0,1,1,5,0,1,504.0,0,0
7682,1,4814,1,8161.944953,0,0,1,31,1,1,32967,1,1,105,16,70,1,4,1,4,0,1,504.0,3,2
7683,0,7982,3,13024.13012,1,1,4,20,4,1,0,1,2,125,6,61,0,2,1,5,0,0,900.0,3,2
7684,2,8904,1,14137.23043,0,0,1,33,1,0,31794,1,0,119,12,16,0,2,1,5,0,0,571.2,3,1
7685,2,5673,4,3700.678124,0,1,3,49,1,0,36710,1,2,94,17,56,0,1,1,3,1,0,676.8,0,2
7686,2,4270,3,5511.033294,0,0,0,30,1,0,36267,2,1,69,21,1,0,8,1,3,0,0,263.454037,0,1
7687,1,7754,3,5169.49937,1,0,3,42,2,1,12430,1,2,73,22,13,0,4,1,5,1,2,350.4,0,1
7688,2,6697,3,6044.020038,0,0,3,9,1,0,93715,1,1,74,12,88,0,7,1,5,3,3,532.8,0,2
7689,2,7718,2,4349.30875,1,0,1,22,1,0,75648,0,1,108,28,10,0,1,0,1,1,1,112.660916,3,0
7690,2,8979,4,9688.129179,0,0,1,8,2,0,24584,2,2,66,11,74,0,2,0,2,0,0,279.706613,0,1
7691,1,8862,1,5528.212807,1,0,0,7,1,1,36088,1,2,72,16,31,0,9,1,3,0,0,345.6,0,1
7692,1,519,0,7894.5005,0,0,0,13,1,1,21723,1,2,104,31,6,0,8,1,4,1,2,748.8,3,1
7693,2,539,3,5935.815989,0,0,3,34,1,0,63833,2,1,73,17,69,0,3,1,5,0,0,199.460544,0,0
7694,0,7744,1,4520.339327,0,0,1,12,4,1,0,1,2,61,7,1,0,4,1,5,0,0,304.156333,0,1
7695,2,3054,0,3219.146148,0,1,0,42,1,0,45892,1,1,81,1,49,0,1,0,1,1,0,388.8,0,1
7696,1,7561,3,5935.572179,0,0,1,47,1,1,90263,1,1,74,17,36,0,8,1,3,3,3,355.2,5,1
7697,0,8880,4,2322.572562,0,0,3,22,4,1,0,1,2,63,8,87,0,1,0,2,0,0,453.6,0,1
7698,1,2671,3,11692.00974,0,1,0,52,1,1,40548,1,0,98,7,57,0,2,1,5,0,0,470.4,0,1
7699,0,6513,3,10175.2441,0,1,1,17,4,1,0,1,2,99,15,84,0,2,0,2,0,1,831.340966,5,1
7700,1,3169,4,2513.971107,0,0,3,18,1,1,50450,1,1,63,24,80,0,1,1,5,0,1,302.4,0,1
7701,0,6782,1,2897.779107,0,1,1,26,4,0,0,1,2,85,4,45,0,1,1,5,1,1,612.0,5,1
7702,2,1437,0,5515.246935,0,0,1,56,1,0,75963,0,0,69,4,23,0,7,0,2,2,1,102.147789,5,1
7703,2,6405,0,3469.836978,0,1,3,4,1,0,32714,1,1,87,35,48,0,1,1,3,3,0,513.041633,0,1
7704,2,7722,3,6907.554242,0,1,0,57,1,0,42790,2,1,87,10,74,0,3,1,3,0,1,290.057111,5,1
7705,2,6923,3,3647.24611,0,1,0,21,1,0,20694,1,1,94,29,89,1,1,1,4,1,1,451.2,5,1
7706,2,2967,1,3265.156348,1,1,0,15,1,0,25820,1,0,82,10,69,0,1,1,4,0,0,393.6,0,1
7707,1,1357,1,2514.282096,0,0,3,54,1,1,24744,1,0,65,1,0,0,1,1,5,3,2,312.0,0,1
7708,0,7636,4,4462.997006,1,0,0,19,4,0,0,1,2,73,35,52,3,5,1,3,0,3,350.4,5,1
7709,2,7232,4,4570.673702,0,0,0,16,0,0,27538,2,0,63,10,6,4,3,1,4,0,2,285.843893,0,1
7710,2,4687,3,2752.65503,0,0,3,39,1,0,81280,2,1,68,6,47,0,1,1,5,2,3,308.349562,0,1
7711,0,7365,1,2188.655055,0,0,1,57,4,1,0,1,2,67,29,49,1,1,1,5,2,1,321.6,0,1
7712,0,7344,2,2710.149379,0,0,0,47,4,1,0,1,1,73,14,66,0,1,1,3,1,0,350.4,0,1
7713,2,8113,4,14754.35923,0,1,0,28,1,0,26486,1,2,128,18,5,1,2,1,3,0,0,614.4,3,1
7714,0,1386,3,10759.40004,0,1,3,38,4,0,0,1,0,97,12,24,0,2,1,3,0,3,465.6,5,2
7715,0,5381,3,12357.11512,0,0,0,27,4,1,0,1,2,182,4,34,0,5,1,4,0,1,1953.87972,2,1
7716,1,3832,0,5033.390798,0,0,0,45,1,1,68331,1,1,63,23,38,0,3,1,3,3,1,302.4,0,2
7717,0,782,0,2370.618948,0,0,3,1,4,1,0,1,2,71,1,66,1,1,1,3,0,0,511.2,5,1
7718,1,6836,2,11236.31135,0,0,1,23,1,1,21636,2,1,64,2,24,5,2,1,4,1,1,213.587367,5,1
7719,0,1734,3,12476.64759,0,1,3,0,4,1,0,1,2,121,7,34,0,2,0,2,0,2,871.2,3,1
7720,0,1767,3,14641.51818,0,1,1,10,4,0,0,1,2,133,24,46,0,2,1,5,0,0,1386.870718,3,1
7721,0,3563,1,4731.844073,0,0,0,5,4,0,0,1,2,64,14,92,0,7,1,3,2,3,307.2,0,1
7722,2,1750,4,10620.49148,0,0,1,17,1,0,35601,2,2,69,34,15,0,2,1,3,2,1,249.803437,0,1
7723,0,1210,3,13478.8,0,0,3,11,4,1,0,1,2,198,33,55,1,3,0,1,0,2,1425.6,2,1
7724,1,7498,1,8873.201307,0,0,1,30,1,1,28558,1,1,119,14,37,4,3,1,4,2,0,797.558033,3,0
7725,2,8107,2,5260.921627,0,0,3,36,1,0,60101,0,1,66,34,74,0,3,0,1,1,0,1.332349,5,1
7726,1,8231,0,2792.009458,0,1,1,42,1,1,22426,1,2,76,9,31,1,1,0,2,2,1,528.391284,0,1
7727,1,1817,3,10018.66117,0,1,1,33,1,1,30720,1,1,139,17,24,4,5,1,4,2,0,778.463303,3,2
7728,2,1774,3,7180.270931,0,2,0,41,1,0,34161,1,1,186,5,10,3,1,1,5,2,2,892.8,3,1
7729,2,2371,3,3012.039703,0,1,0,9,1,0,42987,0,0,77,14,48,0,1,1,5,1,3,128.490137,0,2
7730,0,773,3,4236.814353,0,0,0,44,4,1,0,1,2,61,21,13,0,3,1,5,0,0,292.8,0,1
7731,2,5862,0,5283.362834,0,1,3,5,1,0,80928,2,0,132,26,27,0,1,0,0,0,0,538.545218,3,1
7732,2,571,4,5395.091602,0,0,0,30,1,0,86640,0,1,67,2,25,0,5,1,3,1,3,65.457366,0,1
7733,2,4537,1,6913.566525,0,0,1,29,3,0,26714,1,0,64,17,7,1,2,1,3,2,2,307.2,5,2
7734,1,3760,0,2619.337376,1,0,0,50,1,1,78618,2,0,66,7,56,0,1,0,2,0,0,225.578841,5,1
7735,0,1005,3,8390.122077,0,1,3,49,4,0,0,1,2,78,22,3,0,2,1,5,0,3,732.340362,0,2
7736,0,8693,1,13727.79972,1,1,1,55,4,1,0,1,2,126,12,4,0,2,1,3,0,0,604.8,3,1
7737,1,7863,2,4482.015107,0,0,1,46,1,1,62977,1,2,115,34,40,0,1,0,2,2,0,552.0,3,2
7738,0,1010,3,2827.55957,0,1,1,33,4,0,0,1,2,79,30,25,0,1,2,7,2,1,568.8,0,1
7739,2,1769,1,5584.961718,0,0,3,46,0,0,19724,1,1,72,20,49,0,4,1,3,0,0,345.6,0,0
7740,2,6013,1,7568.85152,0,0,3,23,2,0,27558,1,1,65,18,48,0,2,1,5,0,0,312.0,0,1
7741,2,6654,1,9664.330983,0,1,1,44,1,0,86054,0,1,239,12,11,0,1,1,5,1,1,115.166422,1,1
7742,2,2710,1,6480.681366,0,1,3,21,1,0,42846,2,1,81,14,42,0,4,0,0,0,1,286.142521,0,1
7743,2,6475,2,8707.619537,0,0,0,49,1,0,57107,1,1,110,27,84,3,7,1,4,1,1,528.0,3,2
7744,0,8931,3,9048.983447,1,0,3,13,4,1,0,1,1,119,9,8,0,3,1,3,1,3,571.2,4,1
7745,1,4422,4,2615.852084,0,0,1,55,1,1,54314,2,1,66,13,98,0,1,1,5,1,1,282.770894,0,1
7746,2,4977,1,4878.829713,0,0,2,44,0,0,29950,1,1,61,0,76,0,4,1,3,0,2,292.8,5,1
7747,2,3656,2,10793.75704,0,1,1,19,1,0,24195,2,1,90,32,70,0,2,1,5,0,1,360.269404,5,0
7748,0,4868,3,5528.080912,0,0,3,32,4,0,0,1,1,73,30,11,0,8,1,5,0,3,388.819919,0,1
7749,1,7922,0,4605.87485,0,0,1,57,1,1,47481,1,1,116,20,39,0,1,1,5,3,2,556.8,3,1
7750,1,3869,3,8343.412804,0,2,0,19,1,1,63354,1,2,106,16,39,0,9,1,5,0,0,508.8,5,0
7751,2,1505,3,13009.24125,0,0,3,54,1,0,57591,1,0,66,5,74,0,2,0,2,0,0,316.8,0,1
7752,0,6568,2,7486.019078,0,0,0,31,4,0,0,1,0,71,14,62,0,2,0,0,2,2,340.8,0,1
7753,1,9020,3,9547.71004,0,1,4,30,1,1,34919,2,2,82,14,99,1,2,1,5,0,3,277.871312,0,1
7754,1,6075,3,8110.704417,0,0,3,29,1,1,76879,1,1,101,20,44,0,5,0,2,1,3,487.102627,4,0
7755,2,50,1,7379.456823,0,0,0,10,1,0,61584,2,1,61,18,93,0,2,0,1,0,0,205.294927,0,1
7756,1,6723,1,6612.617859,0,2,3,29,1,1,28792,1,2,185,34,20,3,1,0,0,3,3,1166.603776,4,2
7757,0,8534,3,7452.233634,0,2,0,32,4,0,0,1,2,105,27,42,0,4,0,0,0,1,504.0,5,1
7758,1,2798,4,2686.535218,0,0,4,33,0,1,26713,0,0,71,22,69,0,1,1,3,0,0,142.695319,0,1
7759,0,2441,1,4470.181084,0,1,1,12,4,0,0,1,2,129,2,72,0,1,1,4,3,3,928.8,3,1
7760,1,1796,3,10348.01348,0,1,3,12,1,1,34244,1,1,87,14,34,2,2,1,5,0,1,417.6,0,1
7761,1,2158,3,11790.49617,1,0,1,45,3,1,25251,1,0,66,13,43,0,2,1,5,1,3,316.8,0,1
7762,0,335,4,4566.123651,0,0,0,56,4,1,0,1,2,68,19,53,0,3,1,5,0,0,326.4,0,1
7763,2,1083,3,5905.971667,0,0,0,38,1,0,59848,0,1,73,5,98,1,3,1,5,0,2,131.614733,5,1
7764,2,7216,2,7492.055949,0,0,1,4,1,0,39815,0,0,64,17,68,0,2,2,8,2,1,91.391245,0,1
7765,2,5562,1,3427.154407,0,1,4,43,1,0,58840,0,2,86,25,44,0,1,0,2,0,0,73.27252,5,1
7766,2,4828,4,5181.620895,1,0,4,46,1,0,97131,1,1,64,5,80,0,6,2,7,1,0,307.2,0,2
7767,1,560,0,4686.469674,1,0,1,26,1,1,58089,1,1,118,31,83,0,1,1,5,0,0,566.4,3,1
7768,0,1854,1,2710.12066,0,0,2,23,4,1,0,1,1,71,7,87,0,1,1,5,0,0,340.8,0,2
7769,0,3689,0,4313.34397,0,1,1,35,4,0,0,1,2,126,2,96,2,1,1,4,0,1,656.57161,3,0
7770,1,1385,1,4755.36505,0,0,0,8,1,1,21808,1,1,119,0,71,0,1,2,8,1,2,571.2,3,1
7771,1,8449,0,36516.0456,0,0,1,43,1,1,89771,2,1,114,5,83,0,2,1,5,0,0,432.409662,3,1
7772,2,8813,2,7792.067056,0,0,4,45,1,0,36776,2,0,65,21,21,0,2,0,2,0,2,240.186527,0,1
7773,1,1860,0,2549.998419,0,0,0,38,1,1,31213,1,1,65,0,29,0,1,0,2,1,1,312.0,0,1
7774,0,5286,3,7521.282545,0,0,0,28,4,1,0,1,2,115,33,0,0,3,1,5,0,1,987.293841,3,1
7775,0,1497,1,11510.36033,0,0,0,32,4,0,0,1,1,61,11,39,0,2,0,0,2,0,439.2,0,1
7776,0,1413,0,7999.251628,0,0,1,8,4,1,0,1,1,107,13,17,0,5,1,3,0,1,513.6,3,0
7777,1,3249,1,7927.182997,0,0,1,23,1,1,32555,0,1,68,32,72,0,2,1,3,2,2,86.912677,5,1
7778,0,8648,0,21123.1166,0,0,1,22,4,1,0,1,2,69,15,9,0,2,1,5,2,0,496.8,5,1
7779,1,2044,4,2453.570794,1,0,0,58,2,1,29735,1,2,69,3,92,0,1,1,4,0,0,331.2,0,1
7780,1,8999,4,2981.549197,0,0,1,5,1,1,80590,0,1,74,26,3,0,1,0,2,2,1,97.928632,0,1
7781,2,3479,3,5110.755667,0,1,0,39,0,0,22565,1,1,132,0,20,0,1,1,3,2,0,633.6,3,2
7782,1,4500,0,5351.853544,0,1,4,33,1,1,54817,0,2,137,24,28,0,1,1,4,1,0,209.504391,3,1
7783,0,757,3,9015.819465,0,0,1,56,4,1,0,0,1,62,26,34,0,2,1,5,0,0,42.642554,5,1
7784,2,9018,3,5903.612641,0,0,1,57,1,0,55393,0,1,74,15,6,1,3,0,1,0,2,2.173552,0,1
7785,0,7086,1,8852.734284,0,1,3,4,4,0,0,1,2,83,12,97,0,2,1,4,2,0,597.6,0,0
7786,2,2592,1,13333.38849,0,2,0,11,1,0,75634,2,1,110,13,52,0,2,1,5,0,0,432.805382,5,1
7787,1,5605,3,8658.863813,1,0,1,54,1,1,62464,2,1,109,23,45,0,4,1,5,1,0,400.181882,4,1
7788,1,472,0,4871.15057,0,0,1,10,1,1,72648,0,1,61,0,78,0,5,1,4,2,0,120.850664,0,0
7789,2,4322,2,5279.198664,0,0,0,21,1,0,77167,0,0,66,15,99,0,3,1,5,1,2,137.086695,0,1
7790,1,7586,4,6689.022728,1,1,3,28,1,1,56980,1,1,84,33,70,0,7,0,2,1,0,599.000883,5,1
7791,2,3531,1,5244.550942,0,0,1,58,1,0,27444,2,1,66,21,88,0,3,1,5,2,3,313.931213,0,0
7792,1,3862,3,6688.857444,0,1,3,21,1,1,57289,1,2,86,21,88,0,3,0,2,2,0,562.224942,5,2
7793,1,8877,3,8408.308374,0,2,0,46,1,1,84091,2,1,105,18,48,0,9,1,5,2,0,380.560266,0,1
7794,0,2784,0,2052.948967,0,0,1,35,4,1,0,1,2,67,33,21,2,1,1,5,2,0,806.180375,0,0
7795,1,6911,3,10592.58753,0,1,1,57,1,1,59590,2,0,136,15,67,0,5,1,3,0,1,460.266881,3,2
7796,2,130,0,2913.493264,0,0,1,8,1,0,89672,2,1,72,7,92,0,1,1,5,1,0,309.568636,0,1
7797,2,299,1,5243.446345,0,0,0,9,1,0,96535,2,2,66,11,85,0,3,1,5,0,0,271.074379,0,1
7798,2,1502,3,14191.59699,0,0,2,29,1,0,25575,1,1,117,10,41,0,2,1,4,2,1,561.6,3,1
