,clust,Award?,ID#,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll
2988,2,0,3010,71682,0,3,1,1,11662,11,0,0,3173
2989,0,0,3011,94016,0,1,1,1,4773,6,0,0,3161
2990,1,1,3012,71263,0,5,1,1,80554,41,0,0,2987
2991,0,0,3013,16341,0,1,1,1,0,0,0,0,3190
2992,1,1,3014,60331,0,3,1,1,17878,27,0,0,3036
2993,1,1,3015,47966,2947,3,1,1,51615,11,650,3,3145
2994,2,0,3016,148086,0,4,1,1,32551,14,0,0,2913
2995,1,1,3017,15279,0,3,1,1,17984,19,300,1,3139
2996,3,1,3018,0,0,1,1,1,5491,18,2116,5,3204
2997,0,0,3019,52885,0,1,1,1,1600,6,100,1,3020
2998,0,0,3020,36844,0,2,1,1,21715,16,0,0,3161
2999,3,1,3021,142527,1000,1,3,1,24091,47,4650,24,3206
3000,3,1,3022,20390,0,1,1,1,2500,1,0,0,2528
3001,1,1,3023,29182,0,5,1,1,50698,14,0,0,2999
3002,2,0,3024,65207,0,4,1,1,34832,18,1450,4,3115
3003,0,0,3025,568,0,1,1,1,710,3,0,0,3053
3004,0,0,3026,30759,0,1,1,1,510,3,0,0,3195
3005,3,1,3027,276,0,1,1,1,2396,3,396,1,3042
3006,3,1,3028,22496,0,1,1,1,9712,14,500,1,3180
3007,0,0,3029,23846,0,1,1,1,9177,6,0,0,2678
3008,0,0,3030,26505,0,1,1,1,0,0,0,0,3102
3009,0,0,3031,72131,0,2,1,1,7681,17,0,0,2390
3010,0,0,3032,24406,0,1,1,1,5005,14,0,0,3127
3011,1,1,3033,63193,0,3,1,1,20372,14,100,1,3036
3012,0,0,3034,23179,0,1,1,1,0,0,0,0,2794
3013,3,1,3035,14710,0,1,1,1,3500,2,0,0,3149
3014,1,1,3036,74073,0,4,1,1,45526,41,200,1,2976
3015,1,1,3037,43348,0,4,1,1,68846,25,200,1,2869
3016,1,1,3038,97424,0,5,1,1,63796,17,0,0,2873
3017,3,1,3039,20603,0,1,1,1,115,5,0,0,3054
3018,3,1,3040,92097,2194,1,1,1,20450,8,1850,3,2825
3019,0,0,3041,31520,0,1,1,1,130,2,0,0,2858
3020,1,1,3042,29350,0,4,1,1,27703,15,0,0,3020
3021,1,1,3043,20537,0,3,1,1,44791,21,2612,4,1569
3022,0,0,3044,17376,0,1,1,1,4920,11,0,0,2265
3023,0,0,3045,24563,0,1,1,1,5718,8,4218,5,1776
3024,2,0,3046,52562,0,3,1,1,23773,15,600,2,3021
3025,0,0,3047,48224,0,1,1,1,0,0,0,0,2888
3026,3,1,3048,13271,0,1,1,1,0,0,0,0,1435
3027,3,1,3049,129919,719,1,1,1,7150,5,650,2,3053
3028,0,0,3050,17893,0,2,1,1,9623,13,0,0,3074
3029,0,0,3051,52693,0,1,1,1,947,4,0,0,2374
3030,1,1,3052,50895,0,4,1,1,29618,15,0,0,2980
3031,3,1,3053,36459,0,1,1,1,7573,17,5473,15,2885
3032,1,1,3054,68532,0,5,1,1,68704,21,0,0,2822
3033,0,0,3055,34862,0,1,1,1,2725,5,0,0,3004
3034,0,0,3056,20391,0,1,1,1,90,3,0,0,2884
3035,3,1,3057,178010,0,1,1,1,5500,4,500,1,2777
3036,1,1,3058,20773,0,3,1,1,13619,14,0,0,2765
3037,3,1,3059,264735,0,2,1,1,6980,17,0,0,2894
3038,0,0,3060,45883,2611,1,1,1,5647,11,0,0,1464
3039,0,0,3061,36978,0,1,1,1,100,1,100,1,3033
3040,3,1,3062,449205,1121,1,1,1,4750,9,3250,8,3071
3041,0,0,3063,45005,0,1,1,1,0,0,0,0,2934
3042,1,1,3064,45533,0,5,1,1,56208,16,0,0,2963
3043,3,1,3065,26513,0,1,1,1,7670,14,0,0,2678
3044,0,0,3066,20417,0,1,1,1,5000,1,0,0,3013
3045,0,0,3067,7490,0,1,1,1,0,0,0,0,3042
3046,0,0,3068,14394,0,1,1,1,935,4,150,2,2754
3047,0,0,3069,103888,0,1,1,1,4379,3,4379,3,2238
3048,0,0,3070,61191,0,2,1,1,8502,17,0,0,2112
3049,3,1,3071,7329,0,2,1,1,10639,16,0,0,2993
3050,0,0,3072,12688,0,1,1,1,0,0,0,0,2993
3051,2,0,3073,106921,0,4,1,1,26666,13,0,0,2581
3052,0,0,3074,31668,2576,1,1,1,1800,3,300,2,2271
3053,3,1,3075,34996,0,2,1,1,6313,14,150,1,2909
3054,0,0,3076,23099,0,1,1,1,300,3,300,3,2292
3055,2,0,3077,109133,0,3,1,1,21378,16,0,0,2989
3056,0,0,3078,103586,0,1,1,1,4000,7,3900,6,2726
3057,1,1,3079,45575,0,3,1,1,23223,17,0,0,2964
3058,1,1,3080,76430,0,3,1,1,13653,17,0,0,3018
3059,0,0,3081,18059,0,1,1,1,0,0,0,0,2019
3060,0,0,3082,188759,0,1,1,1,3082,3,0,0,2817
3061,1,1,3083,36953,0,3,1,1,25598,16,0,0,2997
3062,1,1,3084,27155,0,4,1,1,47252,15,300,1,3001
3063,0,0,3085,89112,4670,2,1,1,28670,29,0,0,2680
3064,0,0,3086,72768,0,1,1,1,290,3,0,0,2762
3065,0,0,3087,23178,0,1,1,1,0,0,0,0,2351
3066,0,0,3088,25676,0,1,1,1,0,0,0,0,1597
3067,2,0,3089,63190,0,3,1,1,18950,13,250,1,3041
3068,0,0,3090,1666,0,1,1,1,980,3,0,0,2761
3069,1,1,3091,105544,0,4,1,1,31001,16,500,1,2888
3070,3,1,3092,206287,1761,2,1,1,11294,20,150,1,2819
3071,0,0,3093,40255,0,1,1,1,2975,13,750,2,2880
3072,0,0,3094,5317,0,1,1,1,0,0,0,0,2992
3073,1,1,3095,7606,0,4,1,1,29307,17,0,0,2930
3074,0,0,3096,43255,0,1,1,1,2691,3,750,1,2864
3075,3,1,3097,22414,0,1,1,1,1094,3,0,0,2957
3076,2,0,3098,92225,0,4,1,1,48276,19,350,1,2972
3077,0,0,3099,127199,0,1,1,1,2563,14,0,0,2917
3078,0,0,3100,12176,0,1,1,1,875,7,0,0,2268
3079,2,0,3101,142929,0,4,1,1,40826,23,0,0,2803
3080,3,1,3102,28670,0,2,1,1,11727,11,0,0,2980
3081,0,0,3103,82122,0,1,1,1,700,3,700,3,3044
3082,3,1,3104,54637,0,1,1,1,21181,27,4673,21,2927
3083,0,0,3105,6181,0,1,1,1,2000,9,0,0,2878
3084,3,1,3106,25485,0,1,1,1,9655,10,2800,8,2798
3085,0,0,3107,16136,0,1,1,1,0,0,0,0,1177
3086,0,0,3108,128213,0,2,1,1,7956,13,500,1,2522
3087,0,0,3109,92492,0,1,1,1,11029,6,0,0,2839
3088,2,0,3110,85412,0,3,1,1,25102,16,500,1,2816
3089,0,0,3111,46003,0,1,1,1,1340,7,0,0,2698
3090,0,0,3112,95982,0,1,1,1,3630,3,0,0,2623
3091,0,0,3113,20529,0,1,1,1,0,0,0,0,2644
3092,1,1,3114,28254,0,3,1,1,17117,19,1050,6,2692
3093,0,0,3115,26101,0,1,1,1,3900,15,3900,15,2222
3094,2,0,3116,50939,0,3,1,1,16453,16,0,0,2753
3095,0,0,3117,35039,0,1,1,1,174,1,0,0,2314
3096,2,0,3118,175501,1000,3,1,1,34318,36,7974,19,2691
3097,0,0,3119,1439,0,1,1,1,80,2,0,0,2684
3098,3,1,3120,214674,0,1,1,1,25688,23,2500,5,2607
3099,0,0,3121,38429,0,1,1,1,1004,2,1004,2,2521
3100,0,0,3122,22865,0,1,1,1,1750,7,0,0,2375
3101,3,1,3123,23033,0,2,1,1,7910,15,0,0,2765
3102,0,0,3124,103172,0,1,1,1,3125,3,0,0,2416
3103,1,1,3125,23448,0,4,1,1,36941,18,700,3,2675
3104,0,0,3126,115161,0,1,1,1,9050,18,3050,15,2417
3105,3,1,3127,58382,0,1,1,1,11327,32,4800,23,2480
3106,2,0,3128,156766,0,3,1,1,23375,27,0,0,2840
3107,0,0,3129,34137,0,1,1,1,335,5,0,0,2593
3108,3,1,3130,17219,0,1,1,1,6167,10,3757,6,2627
3109,0,0,3131,43823,0,1,1,1,500,1,0,0,2717
3110,2,0,3132,63364,0,3,1,1,15415,11,0,0,2560
3111,2,0,3133,18497,0,3,1,1,14138,12,0,0,2643
3112,0,0,3134,23173,0,2,1,1,7843,8,0,0,2565
3113,1,1,3135,51367,0,4,1,1,40004,24,0,0,2434
3114,2,0,3136,34894,0,3,1,1,13955,17,0,0,2447
3115,0,0,3137,7422,0,1,1,1,2229,3,0,0,2653
3116,0,0,3138,16090,0,1,1,1,850,6,850,6,2592
3117,0,0,3139,2784,0,1,1,1,0,0,0,0,2066
3118,1,1,3140,54177,0,3,1,1,45403,15,500,1,2123
3119,3,1,3141,29326,0,2,1,1,23061,7,0,0,2497
3120,0,0,3142,26164,2556,1,1,1,0,0,0,0,2566
3121,0,0,3143,29518,0,1,1,1,2702,12,0,0,2532
3122,0,0,3144,29754,6396,1,1,1,500,1,0,0,2655
3123,0,0,3145,8000,0,1,1,1,0,0,0,0,941
3124,0,0,3146,69788,0,1,1,1,1500,3,1500,3,2705
3125,0,0,3147,38042,0,1,1,1,7658,17,0,0,2606
3126,3,1,3148,23894,0,1,1,1,6000,3,0,0,2705
3127,2,0,3149,110628,0,5,1,1,63759,13,0,0,2654
3128,0,0,3150,10839,0,1,1,1,190,1,190,1,2341
3129,1,1,3151,47513,0,3,1,1,19904,13,0,0,2516
3130,0,0,3152,16321,0,1,1,1,0,0,0,0,2710
3131,0,0,3153,37550,0,1,1,1,0,0,0,0,2579
3132,0,0,3154,37936,0,2,1,1,6211,12,0,0,2719
3133,1,1,3155,38061,0,3,1,1,34227,18,3600,8,2649
3134,0,0,3156,25934,0,1,1,1,370,3,0,0,2565
3135,0,0,3157,54942,0,1,1,1,4200,10,4200,10,2610
3136,1,1,3158,139423,0,4,1,1,54152,25,500,3,2677
3137,1,1,3159,298505,0,5,1,1,130647,32,600,2,2483
3138,3,1,3160,98753,0,1,1,1,1475,5,0,0,2619
3139,0,0,3161,25157,0,1,1,1,830,3,0,0,2732
3140,0,0,3162,24134,0,1,1,1,1250,3,0,0,2390
3141,0,0,3163,6628,0,1,1,1,2125,8,0,0,2539
3142,0,0,3164,14504,0,1,1,1,0,0,0,0,2329
3143,0,0,3165,36665,0,1,1,1,3250,19,0,0,2951
3144,0,0,3166,17481,0,1,1,1,1396,3,0,0,586
3145,0,0,3167,33111,0,1,1,1,0,0,0,0,2461
3146,2,0,3168,89237,0,4,1,2,37668,18,0,0,2533
3147,1,1,3169,93028,0,4,1,1,40887,22,0,0,2507
3148,2,0,3170,89094,0,5,1,1,55865,13,0,0,2404
3149,1,1,3171,11109,0,5,1,1,53627,13,0,0,2623
3150,0,0,3172,14957,0,1,1,1,0,0,0,0,2634
3151,0,0,3173,17823,0,1,1,1,15323,8,0,0,1453
3152,0,0,3174,8485,0,1,1,1,0,0,0,0,2111
3153,2,0,3175,56756,0,3,1,1,10851,14,0,0,2068
3154,2,0,3176,99196,0,4,1,1,28334,16,0,0,2595
3155,0,0,3177,21736,0,1,2,1,6672,10,0,0,2544
3156,1,1,3178,11324,0,3,1,1,11082,11,0,0,2661
3157,3,1,3179,60109,0,1,1,1,2300,6,2300,6,2501
3158,3,1,3180,129887,0,1,1,1,26810,10,810,3,2566
3159,0,0,3181,18150,0,1,1,1,240,2,0,0,2538
3160,3,1,3182,57432,0,2,1,1,13422,19,5100,12,2546
3161,0,0,3183,32659,0,1,1,1,3614,14,0,0,2553
3162,3,1,3184,103203,0,1,1,1,3200,4,200,2,1556
3163,0,0,3185,27122,0,1,1,1,0,0,0,0,2630
3164,0,0,3186,40252,0,1,1,1,1375,4,0,0,2565
3165,3,1,3187,194816,0,1,1,1,20822,25,6647,12,2424
3166,0,0,3188,65460,0,1,1,1,0,0,0,0,2493
3167,3,1,3189,17863,0,1,1,1,0,0,0,0,2028
3168,1,1,3190,28443,0,4,1,1,53065,18,150,1,2462
3169,3,1,3191,15655,0,1,1,1,2807,12,957,4,2476
3170,0,0,3192,38307,0,1,1,1,1500,3,1500,3,2151
3171,1,1,3193,15135,0,3,1,1,13357,14,0,0,2579
3172,0,0,3194,73601,0,2,1,1,12902,36,2000,4,2624
3173,1,1,3195,31489,0,3,1,1,21950,21,0,0,2216
3174,3,1,3196,48852,0,1,1,1,1058,3,0,0,2278
3175,3,1,3197,188883,0,1,1,1,5500,3,0,0,2613
3176,0,0,3198,37212,0,1,1,1,0,0,0,0,2455
3177,3,1,3199,43285,0,1,1,1,745,3,0,0,2436
3178,0,0,3200,10758,0,1,1,1,0,0,0,0,1777
3179,0,0,3201,40926,0,1,1,1,1725,7,0,0,2453
3180,3,1,3202,10915,0,1,1,1,5455,15,0,0,2473
3181,0,0,3203,38580,0,1,1,1,4337,7,0,0,2168
3182,0,0,3204,26650,0,1,1,1,4652,11,4652,11,1958
3183,3,1,3205,25268,888,1,1,1,4566,8,800,3,2126
3184,0,0,3206,9338,0,1,1,1,200,1,200,1,2371
3185,1,1,3207,67070,0,4,1,1,34600,27,2100,10,2416
3186,0,0,3208,19382,0,1,1,1,195,2,0,0,2545
3187,0,0,3209,25205,0,1,1,1,0,0,0,0,2532
3188,0,0,3210,9634,0,1,1,1,9634,5,0,0,2146
3189,0,0,3211,18954,0,1,1,1,550,3,550,3,2465
3190,0,0,3212,41279,0,2,1,1,8682,14,0,0,2241
3191,0,0,3213,56624,0,1,2,1,12311,14,0,0,2491
3192,0,0,3214,11021,0,1,1,1,115,2,0,0,2449
3193,3,1,3215,4096,0,1,1,1,3802,8,0,0,2433
3194,1,1,3216,5199,0,3,1,1,28100,16,0,0,2592
3195,0,0,3217,41072,0,1,1,1,3751,15,0,0,2378
3196,0,0,3218,83623,0,1,1,1,2692,6,900,4,2395
3197,3,1,3219,15920,0,1,1,1,2500,1,0,0,2466
3198,0,0,3220,50674,0,2,1,1,22073,12,0,0,1615
3199,2,0,3221,55461,0,4,1,1,31658,17,500,2,2315
3200,0,0,3222,93264,0,1,1,1,3250,19,0,0,2369
3201,2,0,3223,115154,0,3,1,1,13466,17,500,1,2440
3202,0,0,3224,24920,0,1,1,1,375,3,0,0,2067
3203,0,0,3225,64924,0,1,3,1,14971,13,0,0,1989
3204,0,0,3226,25210,0,1,1,1,14500,5,500,1,2138
3205,0,0,3227,41247,0,1,1,1,0,0,0,0,2407
3206,0,0,3228,5929,0,1,1,1,168,7,0,0,2371
3207,0,0,3229,14457,2288,1,1,1,1875,8,0,0,2409
3208,3,1,3230,29067,0,1,1,1,485,3,250,1,2147
3209,2,0,3231,112164,0,3,1,1,16802,14,0,0,2188
3210,0,0,3232,44764,0,2,1,1,5539,6,0,0,2081
3211,0,0,3233,38997,0,1,1,1,5158,18,0,0,2399
3212,3,1,3234,115215,0,2,1,1,5824,7,0,0,2096
3213,2,0,3235,96714,0,3,1,1,17026,15,0,0,2185
3214,1,1,3236,32988,0,4,1,1,49484,14,0,0,2161
3215,0,0,3237,11552,0,1,1,1,0,0,0,0,481
3216,0,0,3238,38739,0,1,1,1,3050,3,550,2,1976
3217,2,0,3239,142989,0,4,1,1,26210,14,500,1,2340
3218,1,1,3240,1724,0,3,1,1,27305,20,0,0,1784
3219,1,1,3241,56395,0,5,1,1,72905,24,1800,4,2344
3220,0,0,3242,11845,0,1,1,1,625,2,0,0,2334
3221,0,0,3243,46378,4844,1,1,1,2358,5,2358,5,1766
3222,0,0,3244,85071,0,1,1,1,6600,4,0,0,2322
3223,0,0,3245,53543,0,1,1,1,21183,11,563,2,1149
3224,0,0,3246,33834,0,1,1,1,3920,12,0,0,1850
3225,3,1,3247,36839,0,1,1,1,4436,6,0,0,2275
3226,0,0,3248,42042,0,2,1,1,9846,14,0,0,1606
3227,0,0,3249,72027,0,1,1,1,0,0,0,0,2386
3228,0,0,3250,2692,0,1,1,1,800,4,50,1,2447
3229,0,0,3251,17818,0,1,1,1,0,0,0,0,1709
3230,3,1,3252,70927,0,1,1,1,12011,12,1567,8,2096
3231,0,0,3253,57622,0,1,1,1,1250,3,0,0,2337
3232,0,0,3254,323,0,1,1,1,0,0,0,0,1975
3233,0,0,3255,33530,0,1,1,1,0,0,0,0,1777
3234,0,0,3256,16452,0,1,1,1,9181,5,0,0,2108
3235,3,1,3257,287033,0,1,1,1,26161,58,12873,53,2272
3236,1,1,3258,55487,0,3,1,1,23123,19,1150,5,1986
3237,1,1,3260,14648,0,3,1,1,21157,12,0,0,1843
3238,0,0,3261,10621,0,1,1,1,90,3,0,0,2223
3239,0,0,3262,23224,0,1,1,1,1750,7,0,0,2322
3240,0,0,3263,17684,0,1,1,1,93,1,0,0,2012
3241,3,1,3264,2477,0,1,1,1,2319,6,500,1,2137
3242,0,0,3265,44668,0,1,1,1,872,2,0,0,1557
3243,0,0,3266,22461,0,1,1,1,150,1,150,1,2223
3244,3,1,3267,103200,0,1,1,1,500,1,500,1,2062
3245,0,0,3268,74007,0,2,1,1,9259,13,0,0,2181
3246,0,0,3269,22134,0,1,1,1,0,0,0,0,2161
3247,0,0,3270,242062,0,1,1,1,5125,18,0,0,2150
3248,0,0,3271,24683,0,1,1,1,600,2,0,0,2117
3249,1,1,3272,51680,0,4,1,1,54926,65,3088,8,2112
3250,1,1,3273,8819,0,3,1,1,12472,15,0,0,1920
3251,2,0,3274,61545,0,3,1,1,18351,18,0,0,1973
3252,3,1,3275,124837,0,1,1,1,4400,7,1500,5,2053
3253,0,0,3276,50848,0,1,1,1,0,0,0,0,1773
3254,0,0,3277,19661,0,1,1,1,0,0,0,0,2175
3255,3,1,3278,32156,0,2,1,1,23928,29,2150,12,2257
3256,3,1,3279,123055,0,1,1,1,11564,5,1039,2,2209
3257,0,0,3280,63331,0,1,1,1,4200,4,700,2,2060
3258,0,0,3281,9646,0,1,1,1,3445,11,0,0,2140
3259,0,0,3282,16569,0,1,1,1,3204,8,0,0,2120
3260,3,1,3283,194111,0,1,1,1,12350,30,2750,15,1777
3261,1,1,3284,147128,0,5,1,1,59991,47,1065,1,2279
3262,3,1,3285,59177,0,1,1,1,2300,6,700,3,1869
3263,1,1,3286,26693,0,3,1,1,22057,14,0,0,1863
3264,0,0,3287,2912,0,1,1,1,510,1,0,0,2132
3265,0,0,3288,13982,0,1,1,1,500,1,0,0,2117
3266,0,0,3289,14428,0,1,1,1,3475,21,0,0,1599
3267,0,0,3290,21740,0,1,1,1,5625,11,0,0,2048
3268,0,0,3291,8811,0,1,1,1,600,5,0,0,2032
3269,0,0,3292,48256,0,2,1,1,8942,14,0,0,2121
3270,1,1,3293,10994,0,3,1,1,10492,15,0,0,2215
3271,0,0,3294,27320,2788,1,1,1,0,0,0,0,1725
3272,0,0,3295,66614,0,1,1,1,0,0,0,0,1992
3273,0,0,3296,78105,0,2,1,1,49364,14,0,0,2070
3274,0,0,3297,120860,0,1,1,1,2000,1,0,0,1761
3275,0,0,3298,77382,0,1,1,1,4950,13,0,0,2256
3276,0,0,3299,19290,0,1,1,1,0,0,0,0,2331
3277,0,0,3300,50987,0,1,1,1,0,0,0,0,2259
3278,1,1,3301,101290,0,4,1,1,33876,22,500,1,2291
3279,3,1,3302,17377,2178,1,1,1,500,1,0,0,2010
3280,0,0,3303,11711,0,1,1,1,500,1,500,1,1922
3281,3,1,3304,28712,0,1,1,1,1500,3,1500,3,2256
3282,3,1,3305,110839,0,1,1,1,17550,24,7550,23,2272
3283,0,0,3306,65633,0,1,1,1,3100,10,2000,8,1791
3284,0,0,3307,69106,0,1,1,1,17832,10,0,0,2007
3285,3,1,3308,66009,0,1,1,1,0,0,0,0,1603
3286,0,0,3309,16843,0,1,1,1,780,3,0,0,2112
3287,0,0,3310,27071,0,1,1,1,2125,10,0,0,2059
3288,0,0,3311,25807,0,1,1,1,550,3,550,3,1838
3289,0,0,3312,132871,0,1,1,1,300,3,200,2,1719
3290,1,1,3313,24065,589,3,1,1,29586,9,0,0,1045
3291,0,0,3314,92533,0,1,1,1,2220,4,2220,4,1905
3292,0,0,3315,14513,0,1,1,1,50,2,0,0,1710
3293,2,0,3316,162365,0,5,1,1,65029,15,0,0,1948
3294,3,1,3317,4834,0,2,1,1,13441,17,0,0,1851
3295,0,0,3318,21311,3418,1,1,1,2000,9,0,0,1990
3296,0,0,3319,49804,0,1,1,1,0,0,0,0,2157
3297,0,0,3320,135567,0,1,1,1,3650,5,1050,3,1967
3298,2,0,3321,135374,0,3,1,1,23835,22,917,2,2294
3299,0,0,3322,140914,0,1,1,1,0,0,0,0,1791
3300,0,0,3323,6789,0,1,1,1,0,0,0,0,2237
3301,0,0,3324,61893,0,1,1,1,0,0,0,0,2320
3302,3,1,3325,83082,0,1,1,1,16207,13,250,1,2003
3303,0,0,3326,16962,0,1,1,1,0,0,0,0,2206
3304,2,0,3327,85955,0,4,1,1,34197,22,600,2,2046
3305,0,0,3328,22215,0,1,1,1,2375,12,0,0,1857
3306,0,0,3329,105898,0,1,1,1,4444,5,1944,4,2332
3307,2,0,3330,66807,0,3,1,1,23456,14,0,0,1575
3308,0,0,3331,131366,0,1,1,1,1500,2,500,1,1999
3309,3,1,3332,31929,0,1,1,1,3500,3,1000,2,2019
3310,0,0,3333,20540,0,1,1,1,5731,15,500,1,1970
3311,1,1,3334,48131,0,5,1,1,60090,18,0,0,2161
3312,3,1,3335,16346,0,1,1,1,5930,15,0,0,2108
3313,0,0,3336,15540,0,1,1,1,209,3,104,1,1761
3314,1,1,3337,17828,0,4,1,1,35099,14,0,0,2115
3315,2,0,3338,298927,0,5,1,1,69449,27,150,3,2047
3316,0,0,3339,66300,0,1,1,1,4750,6,1150,3,1884
3317,0,0,3340,28446,0,1,1,1,0,0,0,0,1920
3318,2,0,3341,80906,0,3,1,1,23548,15,0,0,2140
3319,0,0,3342,12153,0,1,1,1,1050,9,1050,9,2041
3320,3,1,3343,37569,0,1,1,1,3850,4,250,1,1597
3321,2,0,3344,98151,0,3,1,1,38812,11,500,1,1976
3322,0,0,3345,224852,0,1,1,1,7750,32,750,3,2102
3323,0,0,3346,19881,0,1,1,1,2472,15,0,0,2186
3324,3,1,3347,13490,0,1,1,1,0,0,0,0,2032
3325,2,0,3348,46672,500,3,1,1,22404,22,0,0,2021
3326,1,1,3349,119735,0,3,1,1,22432,17,1000,2,1996
3327,0,0,3350,18317,0,1,1,1,2375,12,0,0,2032
3328,0,0,3351,26334,0,1,1,1,0,0,0,0,2258
3329,2,0,3352,143441,0,5,1,1,58475,27,0,0,2238
3330,0,0,3353,10697,0,1,1,1,1000,8,0,0,2111
3331,1,1,3354,14072,0,3,1,1,20700,16,0,0,1949
3332,3,1,3355,35661,7487,1,1,1,600,3,500,2,1759
3333,0,0,3356,54697,0,1,1,1,1625,6,0,0,1809
3334,0,0,3357,18359,0,1,1,1,0,0,0,0,1748
3335,3,1,3358,47764,0,2,1,1,23122,11,400,1,1872
3336,2,0,3359,51169,4903,3,1,1,13080,13,0,0,1809
3337,2,0,3360,32099,0,3,1,1,10534,6,0,0,1929
3338,0,0,3361,84148,0,1,1,5,84148,7,0,0,1054
3339,3,1,3362,45137,0,1,1,1,2000,1,0,0,1319
3340,3,1,3363,18179,0,1,1,1,5488,3,0,0,1877
3341,0,0,3364,39566,0,2,1,1,23755,18,0,0,1763
3342,0,0,3365,46809,0,1,1,1,125,1,0,0,1878
3343,2,0,3366,41628,0,3,1,1,16771,12,0,0,1818
3344,0,0,3367,20891,0,1,1,1,150,3,0,0,1920
3345,0,0,3368,36513,1692,1,1,1,825,3,725,2,1611
3346,2,0,3369,116923,0,5,1,1,70403,50,0,0,1738
3347,0,0,3370,7879,0,1,1,1,1815,5,0,0,1849
3348,0,0,3371,40091,0,1,1,1,0,0,0,0,1803
3349,3,1,3372,45842,0,1,1,1,8253,15,128,1,1805
3350,0,0,3373,500,0,1,1,1,0,0,0,0,396
3351,0,0,3374,43595,0,1,1,1,4375,14,0,0,1867
3352,1,1,3375,29291,0,4,1,1,31357,32,1950,6,1391
3353,2,0,3376,63392,0,3,1,1,20553,17,0,0,1087
3354,3,1,3377,19578,0,2,1,1,5208,11,0,0,1632
3355,0,0,3378,10926,0,1,1,1,0,0,0,0,1851
3356,1,1,3379,19839,0,4,1,1,36375,15,0,0,1535
3357,0,0,3380,64594,0,2,1,1,9295,14,0,0,1869
3358,0,0,3381,24580,0,1,1,1,255,3,0,0,1926
3359,0,0,3382,20318,0,1,2,1,6990,13,0,0,1956
3360,0,0,3383,24579,0,1,1,1,2100,10,0,0,1967
3361,0,0,3384,71713,0,1,1,1,2135,4,0,0,1845
3362,2,0,3385,73501,0,3,1,1,21014,26,3694,8,1720
3363,0,0,3386,61479,0,1,1,1,6050,4,50,1,1755
3364,0,0,3387,21915,0,1,1,1,1875,8,0,0,1518
3365,0,0,3388,16465,0,1,1,1,16165,5,0,0,1631
3366,3,1,3389,61841,0,1,1,1,48700,49,0,0,1659
3367,0,0,3390,23197,0,1,3,1,10587,13,150,1,1747
3368,0,0,3391,26069,0,1,1,1,0,0,0,0,1278
3369,3,1,3392,5690,0,2,1,1,11612,15,0,0,1549
3370,0,0,3393,1000,0,1,1,1,0,0,0,0,1597
3371,0,0,3394,14052,0,1,1,1,0,0,0,0,1808
3372,0,0,3395,2143,0,1,1,1,0,0,0,0,1672
3373,0,0,3396,18239,0,1,1,1,0,0,0,0,1683
3374,0,0,3397,4892,0,1,1,1,0,0,0,0,1282
3375,1,1,3398,34412,0,3,1,1,14734,13,0,0,1524
3376,0,0,3399,34535,0,1,1,1,2719,12,0,0,1358
3377,3,1,3400,23720,0,1,1,1,4000,3,500,1,1678
3378,0,0,3401,11816,0,1,1,1,0,0,0,0,1596
3379,0,0,3402,11218,0,1,1,1,3850,14,0,0,1604
3380,0,0,3403,12568,0,1,1,1,350,3,0,0,1664
3381,0,0,3404,13188,0,1,1,1,1500,3,1500,3,1955
3382,2,0,3405,39983,0,3,1,1,39983,11,0,0,1569
3383,0,0,3406,28526,0,1,1,1,4167,15,0,0,1360
3384,2,0,3407,68359,0,3,1,1,15803,17,0,0,1293
3385,0,0,3408,22048,0,1,1,1,100,1,0,0,1702
3386,0,0,3409,1866,0,1,1,1,1128,8,0,0,1782
3387,0,0,3410,40408,0,2,1,1,9612,12,0,0,913
3388,0,0,3411,20642,0,1,1,1,4977,13,0,0,1614
3389,0,0,3412,66574,0,1,1,1,2500,6,400,4,1791
3390,0,0,3413,18656,0,1,1,1,4752,11,0,0,968
3391,0,0,3414,57374,1621,1,1,1,2100,5,2100,5,1440
3392,0,0,3415,25898,0,1,1,1,7834,3,0,0,1588
3393,2,0,3416,42481,0,3,1,1,24617,16,0,0,678
3394,0,0,3417,62492,0,1,1,1,3725,11,2600,9,1536
3395,0,0,3418,4431,0,1,1,1,0,0,0,0,1582
3396,1,1,3419,25090,0,4,1,1,25860,9,0,0,1786
3397,2,0,3420,95728,2092,5,1,1,56111,14,0,0,1372
3398,0,0,3421,11631,0,1,1,1,3289,22,0,0,1157
3399,3,1,3422,54039,0,1,1,1,5250,22,1250,10,1709
3400,0,0,3423,5625,0,1,1,1,2350,12,0,0,1270
3401,3,1,3424,22966,0,1,1,1,3950,8,450,6,1443
3402,0,0,3425,5544,0,1,1,1,350,3,0,0,1713
3403,3,1,3426,37171,0,1,1,1,3450,5,950,4,1341
3404,0,0,3427,40425,0,1,1,1,3300,8,1700,5,1753
3405,3,1,3428,9805,0,1,1,1,4403,11,0,0,1559
3406,0,0,3429,29417,0,1,1,1,16011,3,0,0,1582
3407,0,0,3430,37093,0,1,1,1,4250,13,0,0,1810
3408,0,0,3431,21461,0,1,1,1,4010,26,0,0,1509
3409,0,0,3432,21950,0,1,1,1,5739,16,0,0,1668
3410,0,0,3433,14233,0,1,1,1,160,3,0,0,1687
